id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V1040,Alemania,39,M,Machu Picchu,Cusco,2025-04-26,9,1338.51,Avión
V1041,Chile,21,F,Huacachina,Ica,2025-01-06,2,2928.4,Avión
V1042,Chile,64,M,Chan Chan,La Libertad,2025-08-20,3,250.76,NA
V1043,España,51,M,Lago Titicaca,Puno,2025-07-25,14,4548.34,
V1044,Brasil,70,F,Machu Picchu,Cusco,2025-04-19,13,1607.58,
V1045,Brasil,35,M,Kuelap,Amazonas,2025-07-26,7,1697.27,Avión
V1046,Perú,64,F,Colca,Arequipa,2025-12-24,2,4256.47,Auto particular
V1047,Argentina,19,M,Huacachina,Ica,2025-03-06,7,1883.59,Avión
V1048,México,51,F,Kuelap,Amazonas,2025-12-31,10,4570.9,
V1049,EE.UU.,28,M,Machu Picchu,Cusco,2025-01-16,14,2843.08,Avión
V1050,México,56,M,Islas Ballestas,Ica,2025-01-02,11,3431.56,NA
V1051,EE.UU.,46,F,Líneas de Nazca,Ica,2025-03-11,7,4022.93,Auto particular
V1052,Perú,38,F,Colca,Arequipa,2025-07-06,12,3155.3,NA
V1053,Francia,58,F,Huacachina,Ica,2025-12-14,9,2045.44,Avión
V1054,Chile,61,M,Machu Picchu,Cusco,2025-07-03,7,4365.13,NA
V1055,Brasil,63,F,Huacachina,Ica,2025-10-06,11,4604.23,Avión
V1056,Francia,77,M,Kuelap,Amazonas,2025-10-07,8,3440.89,Bus
V1057,Perú,80,F,Islas Ballestas,Ica,2025-10-16,1,4340.09,Auto particular
V1058,Chile,59,F,Lago Titicaca,Puno,2025-08-01,4,1025.02,Bus
V1059,Argentina,54,F,Huacachina,Ica,2025-05-22,2,2433.66,NA
V1060,Chile,41,M,Huacachina,Ica,2025-05-30,3,3112.74,
V1061,Chile,58,F,Machu Picchu,Cusco,2025-07-17,1,1982.58,Auto particular
V1062,EE.UU.,54,F,Santa Apolonia,Cajamarca,2025-07-31,12,3320.26,Bus
V1063,EE.UU.,43,F,Cataratas de Gocta,Amazonas,2025-10-24,5,1121.73,Auto particular
V1064,Alemania,77,M,Lago Titicaca,Puno,2025-10-20,12,4088.46,Bus
V1065,Colombia,72,M,Santa Apolonia,Cajamarca,2025-03-27,8,949.2,
V1066,Brasil,54,M,Cataratas de Gocta,Amazonas,2025-08-13,6,4067.96,Avión
V1067,México,35,M,Machu Picchu,Cusco,2025-08-21,15,299.7,Avión
V1068,Francia,38,F,Machu Picchu,Cusco,2025-11-07,8,258.8,Avión
V1069,Brasil,48,M,Islas Ballestas,Ica,2025-01-11,13,3988.08,Auto particular
V1070,EE.UU.,69,F,Santa Apolonia,Cajamarca,2025-01-10,13,1459.51,Avión
V1071,EE.UU.,18,M,Islas Ballestas,Ica,2025-07-03,12,4636.96,Auto particular
V1072,Alemania,78,F,Islas Ballestas,Ica,2025-01-24,15,4014.58,Bus
V1073,Chile,26,M,Santa Apolonia,Cajamarca,2025-01-22,5,4429.15,
V1074,EE.UU.,60,M,Cataratas de Gocta,Amazonas,2025-10-31,12,3902.83,Auto particular
V1075,EE.UU.,79,M,Santa Apolonia,Cajamarca,2025-12-08,8,298.72,Auto particular
V1076,EE.UU.,39,M,Colca,Arequipa,2025-06-12,10,3899.41,Avión
V1077,EE.UU.,76,F,Kuelap,Amazonas,2025-10-31,12,3575.62,NA
V1078,España,44,F,Islas Ballestas,Ica,2025-06-15,7,3032.27,Auto particular
V1079,Argentina,33,F,Kuelap,Amazonas,2025-02-16,7,3969.58,Bus
V1080,España,49,M,Chan Chan,La Libertad,2025-01-26,5,796.85,NA
V1081,Alemania,29,F,Kuelap,Amazonas,2025-05-02,12,4617.1,NA
V1082,Brasil,35,F,Chan Chan,La Libertad,2025-07-05,11,4239.08,Bus
V1083,Alemania,42,F,Lago Titicaca,Puno,2025-01-04,8,2878.04,NA
V1084,Perú,60,F,Lago Titicaca,Puno,2025-07-30,4,2187.27,Auto particular
V1085,Perú,72,F,Chan Chan,La Libertad,2025-07-30,2,3635.76,NA
V1086,México,74,F,Machu Picchu,Cusco,2025-06-16,2,4647.86,
V1087,Alemania,40,M,Lago Titicaca,Puno,2025-11-16,13,4188.37,Avión
V1088,Argentina,75,F,Huacachina,Ica,2025-10-13,1,1601.84,Auto particular
V1089,España,40,F,Santa Apolonia,Cajamarca,2025-02-21,10,4766.52,NA
V1090,Brasil,76,M,Colca,Arequipa,2025-02-23,10,4130.25,Bus
V1091,Perú,48,M,Chan Chan,La Libertad,2025-02-08,13,2085.96,Bus
V1092,Francia,64,F,Santa Apolonia,Cajamarca,2025-02-01,12,694.6,Auto particular
V1093,Brasil,34,F,Islas Ballestas,Ica,2025-07-21,13,2821.81,
V1094,Colombia,49,F,Lago Titicaca,Puno,2025-04-04,12,3084.73,NA
V1095,Chile,22,M,Líneas de Nazca,Ica,2025-06-29,7,3484.54,Avión
V1096,Brasil,35,F,Cataratas de Gocta,Amazonas,2025-11-03,8,1617.58,NA
V1097,Argentina,64,M,Colca,Arequipa,2025-02-15,14,954.39,Bus
V1098,México,45,M,Santa Apolonia,Cajamarca,2025-08-11,4,4975.04,Auto particular
V1099,Colombia,24,M,Huacachina,Ica,2025-06-12,10,363.01,Avión
V1100,España,51,M,Santa Apolonia,Cajamarca,2025-09-27,3,1620.65,
V1101,Perú,51,F,Santa Apolonia,Cajamarca,2025-10-17,5,4929.35,Bus
V1102,Argentina,54,F,Kuelap,Amazonas,2025-08-09,12,2093.25,
V1103,Chile,41,M,Islas Ballestas,Ica,2025-07-05,13,1539.54,NA
V1104,Francia,72,M,Santa Apolonia,Cajamarca,2025-10-22,15,1276.66,Auto particular
V1105,Brasil,32,M,Huacachina,Ica,2025-02-20,3,2156.17,Auto particular
V1106,EE.UU.,61,F,Cataratas de Gocta,Amazonas,2025-10-17,3,2043.98,Bus
V1107,México,79,M,Islas Ballestas,Ica,2025-03-07,10,949.24,Avión
V1108,Alemania,74,F,Kuelap,Amazonas,2025-01-24,11,4620.13,Bus
V1109,Argentina,41,F,Santa Apolonia,Cajamarca,2025-10-18,15,3242.86,Bus
V1110,Perú,74,F,Líneas de Nazca,Ica,2025-05-30,13,3270.88,Auto particular
V1111,España,54,F,Líneas de Nazca,Ica,2025-04-20,3,3557.51,Auto particular
V1112,Brasil,57,M,Cataratas de Gocta,Amazonas,2025-05-26,6,886.86,
V1113,México,50,M,Chan Chan,La Libertad,2025-11-04,3,1803.73,Auto particular
V1114,Colombia,71,F,Lago Titicaca,Puno,2025-08-10,8,830.92,NA
V1115,Chile,44,M,Kuelap,Amazonas,2025-03-02,12,200.99,Bus
V1116,Colombia,52,F,Chan Chan,La Libertad,2025-11-08,5,3687.71,
V1117,Colombia,61,M,Chan Chan,La Libertad,2025-11-19,15,4713.36,
V1118,Perú,40,M,Líneas de Nazca,Ica,2025-03-05,12,1775.49,NA
V1119,Colombia,45,M,Islas Ballestas,Ica,2025-12-24,14,4305.44,
V1120,Perú,68,F,Santa Apolonia,Cajamarca,2025-02-12,14,2675.08,Bus
V1121,Colombia,66,M,Islas Ballestas,Ica,2025-01-20,2,2137.92,Avión
V1122,Argentina,20,M,Cataratas de Gocta,Amazonas,2025-11-14,6,1684.65,Bus
V1123,Alemania,38,F,Kuelap,Amazonas,2025-01-12,11,712.43,Auto particular
V1124,Brasil,77,M,Huacachina,Ica,2025-09-15,3,1910.55,Auto particular
V1125,EE.UU.,71,F,Huacachina,Ica,2025-11-28,8,3833.72,Avión
V1126,Colombia,33,M,Huacachina,Ica,2025-01-11,2,3169.4,Auto particular
V1127,Colombia,35,M,Kuelap,Amazonas,2025-07-04,10,4378.03,NA
V1128,Chile,43,M,Santa Apolonia,Cajamarca,2025-06-21,13,2392.75,Auto particular
V1129,Colombia,32,M,Kuelap,Amazonas,2025-04-01,12,2455.91,Bus
V1130,Argentina,36,M,Machu Picchu,Cusco,2025-08-21,6,4036.09,Avión
V1131,Colombia,30,M,Machu Picchu,Cusco,2025-07-16,11,2421.11,Avión
V1132,Francia,57,M,Santa Apolonia,Cajamarca,2025-12-31,4,3305.45,NA
V1133,Colombia,41,M,Líneas de Nazca,Ica,2025-12-27,9,1717.57,NA
V1134,EE.UU.,75,F,Cataratas de Gocta,Amazonas,2025-09-27,1,4171.45,
V1135,Colombia,57,M,Santa Apolonia,Cajamarca,2025-02-15,8,997.01,NA
V1136,Argentina,69,M,Islas Ballestas,Ica,2025-08-26,6,477.04,Auto particular
V1137,Argentina,44,M,Kuelap,Amazonas,2025-03-26,2,4100.46,
V1138,Perú,68,M,Islas Ballestas,Ica,2025-11-14,2,3753.17,Bus
V1139,Colombia,22,F,Santa Apolonia,Cajamarca,2025-10-23,5,481.86,
V1140,Colombia,20,F,Santa Apolonia,Cajamarca,2025-02-12,13,2908.73,Auto particular
V1141,Colombia,66,F,Chan Chan,La Libertad,2025-02-14,6,732.72,Avión
V1142,Alemania,80,F,Huacachina,Ica,2025-11-07,2,2751.13,
V1143,Francia,68,M,Chan Chan,La Libertad,2025-11-15,11,4219.92,Avión
V1144,Colombia,23,M,Cataratas de Gocta,Amazonas,2025-07-06,9,2408.92,Avión
V1145,Alemania,24,F,Santa Apolonia,Cajamarca,2025-05-15,14,2082.7,Auto particular
V1146,Colombia,48,F,Chan Chan,La Libertad,2025-05-14,14,4819.76,
V1147,Colombia,39,M,Islas Ballestas,Ica,2025-02-11,1,1494.04,Bus
V1148,Argentina,53,F,Colca,Arequipa,2025-07-15,8,3479.1,Auto particular
V1149,Alemania,74,M,Machu Picchu,Cusco,2025-09-13,3,406.2,
V1150,Brasil,31,F,Cataratas de Gocta,Amazonas,2025-05-26,7,869.48,Bus
V1151,España,69,M,Islas Ballestas,Ica,2025-08-05,4,1764.66,NA
V1152,Chile,62,M,Kuelap,Amazonas,2025-07-22,11,3062.47,NA
V1153,España,67,M,Kuelap,Amazonas,2025-12-07,8,2056.81,Avión
V1154,España,66,M,Colca,Arequipa,2025-01-17,3,4604.64,Avión
V1155,España,74,F,Lago Titicaca,Puno,2025-04-19,15,1450.62,Avión
V1156,Chile,79,M,Huacachina,Ica,2025-04-12,8,3131.91,Auto particular
V1157,Alemania,73,M,Huacachina,Ica,2025-07-28,15,4455.91,Auto particular
V1158,España,31,F,Islas Ballestas,Ica,2025-10-10,15,651.6,
V1159,Perú,36,F,Líneas de Nazca,Ica,2025-12-27,8,599.88,Bus
V1160,España,70,M,Santa Apolonia,Cajamarca,2025-03-10,9,2876.07,Auto particular
V1161,México,28,F,Colca,Arequipa,2025-08-12,14,1057.33,NA
V1162,Francia,68,F,Islas Ballestas,Ica,2025-12-21,6,3827.57,
V1163,Alemania,25,F,Islas Ballestas,Ica,2025-07-05,4,3118.26,Bus
V1164,EE.UU.,24,M,Islas Ballestas,Ica,2025-11-08,7,317.59,NA
V1165,EE.UU.,50,F,Islas Ballestas,Ica,2025-10-20,10,1014.47,
V1166,Francia,48,F,Chan Chan,La Libertad,2025-08-02,5,4944.92,Auto particular
V1167,Chile,40,F,Santa Apolonia,Cajamarca,2025-03-13,2,1336.55,
V1168,Brasil,69,F,Lago Titicaca,Puno,2025-04-02,10,3892.44,NA
V1169,Chile,47,F,Lago Titicaca,Puno,2025-08-21,5,4762.11,Auto particular
V1170,Perú,76,F,Islas Ballestas,Ica,2025-04-08,10,3974.07,
V1171,España,44,F,Machu Picchu,Cusco,2025-01-04,4,3633.55,NA
V1172,México,79,M,Kuelap,Amazonas,2025-09-15,4,1239.91,Avión
V1173,Perú,39,M,Machu Picchu,Cusco,2025-10-24,12,1520.34,Auto particular
V1174,Argentina,36,F,Chan Chan,La Libertad,2025-01-04,8,4503.31,Avión
V1175,Francia,49,M,Chan Chan,La Libertad,2025-03-30,6,2703.83,Bus
V1176,España,65,F,Líneas de Nazca,Ica,2025-12-25,5,4580.49,Bus
V1177,Perú,51,F,Santa Apolonia,Cajamarca,2025-11-25,10,4782.61,Bus
V1178,Argentina,28,M,Islas Ballestas,Ica,2025-08-16,14,4799.38,Avión
V1179,EE.UU.,32,M,Cataratas de Gocta,Amazonas,2025-04-16,9,3763.47,Bus
V1180,Perú,67,M,Lago Titicaca,Puno,2025-08-31,4,2622.29,Bus
V1181,Argentina,27,M,Chan Chan,La Libertad,2025-03-30,3,3734.22,Auto particular
V1182,EE.UU.,56,F,Líneas de Nazca,Ica,2025-07-15,7,4986.47,Bus
V1183,México,29,M,Lago Titicaca,Puno,2025-08-31,15,4950.57,NA
V1184,Brasil,54,F,Líneas de Nazca,Ica,2025-01-30,6,1050.37,Bus
V1185,España,56,M,Cataratas de Gocta,Amazonas,2025-12-06,2,2127.36,Avión
V1186,EE.UU.,72,F,Santa Apolonia,Cajamarca,2025-10-11,7,2918.47,Avión
V1187,Alemania,28,F,Machu Picchu,Cusco,2025-08-07,3,1690.97,
V1188,Brasil,39,F,Islas Ballestas,Ica,2025-01-29,9,1371.05,
V1189,Alemania,56,M,Chan Chan,La Libertad,2025-04-12,14,2300.65,Auto particular
V1190,Colombia,20,M,Santa Apolonia,Cajamarca,2025-02-07,5,3499.93,Avión
V1191,Argentina,37,F,Cataratas de Gocta,Amazonas,2025-03-09,1,3534.53,Bus
V1192,Alemania,36,F,Santa Apolonia,Cajamarca,2025-02-13,15,3744.68,NA
V1193,EE.UU.,40,F,Lago Titicaca,Puno,2025-10-02,10,1073.3,
V1194,EE.UU.,22,F,Santa Apolonia,Cajamarca,2025-07-06,13,1254.23,Bus
V1195,España,52,M,Islas Ballestas,Ica,2025-01-21,9,4126.49,Avión
V1196,Argentina,38,F,Machu Picchu,Cusco,2025-03-10,7,3707.91,NA
V1197,Chile,31,M,Colca,Arequipa,2025-11-06,13,2761.64,Avión
V1198,Chile,62,M,Cataratas de Gocta,Amazonas,2025-02-01,6,2211.85,NA
V1199,Argentina,42,F,Líneas de Nazca,Ica,2025-06-26,7,868.02,Bus
V1200,México,30,M,Chan Chan,La Libertad,2025-10-15,4,3051.32,Bus
V1201,Argentina,34,F,Kuelap,Amazonas,2025-01-03,3,3219.91,Bus
V1202,Brasil,46,M,Santa Apolonia,Cajamarca,2025-12-09,2,4872.84,Avión
V1203,Colombia,46,F,Islas Ballestas,Ica,2025-11-29,2,4714.38,Avión
V1204,Perú,25,M,Islas Ballestas,Ica,2025-11-02,3,4016.14,
V1205,Chile,50,F,Líneas de Nazca,Ica,2025-09-05,8,2864.69,
V1206,México,36,F,Santa Apolonia,Cajamarca,2025-03-19,4,3996.75,Auto particular
V1207,Francia,41,M,Cataratas de Gocta,Amazonas,2025-01-29,15,4191.4,Auto particular
V1208,Chile,57,F,Kuelap,Amazonas,2025-07-23,2,4705.32,Auto particular
V1209,Alemania,68,F,Machu Picchu,Cusco,2025-04-07,15,1833.14,NA
V1210,Brasil,64,M,Machu Picchu,Cusco,2025-09-15,13,1017.11,
V1211,Argentina,77,F,Colca,Arequipa,2025-06-26,6,3825.13,Avión
V1212,México,19,F,Chan Chan,La Libertad,2025-01-03,14,2144.91,NA
V1213,España,36,F,Chan Chan,La Libertad,2025-01-07,15,4462.16,Auto particular
V1214,Colombia,68,F,Santa Apolonia,Cajamarca,2025-06-03,10,3867.6,NA
V1215,México,76,F,Islas Ballestas,Ica,2025-05-26,4,2327.13,Bus
V1216,Chile,52,F,Lago Titicaca,Puno,2025-10-29,8,386.24,Auto particular
V1217,EE.UU.,55,M,Cataratas de Gocta,Amazonas,2025-06-29,7,4803.11,NA
V1218,Francia,43,M,Chan Chan,La Libertad,2025-12-02,6,455.01,Bus
V1219,Chile,54,F,Líneas de Nazca,Ica,2025-06-08,4,3285.09,Auto particular
V1220,España,64,F,Chan Chan,La Libertad,2025-08-30,10,4543.56,NA
V1221,Chile,55,M,Machu Picchu,Cusco,2025-10-10,12,1262.12,NA
V1222,EE.UU.,76,M,Santa Apolonia,Cajamarca,2025-09-08,6,2731.32,
V1223,Chile,40,M,Huacachina,Ica,2025-10-15,8,947.32,Auto particular
V1224,Colombia,80,M,Cataratas de Gocta,Amazonas,2025-03-26,4,4274.23,
V1225,Brasil,57,M,Cataratas de Gocta,Amazonas,2025-02-05,1,1757.06,
V1226,Francia,32,F,Lago Titicaca,Puno,2025-02-12,6,4328.32,NA
V1227,Brasil,36,M,Machu Picchu,Cusco,2025-09-01,7,4776.69,NA
V1228,Brasil,33,F,Islas Ballestas,Ica,2025-12-26,4,2937.55,
V1229,Francia,73,F,Líneas de Nazca,Ica,2025-06-04,7,3677.76,Bus
V1230,EE.UU.,54,M,Líneas de Nazca,Ica,2025-02-19,14,1244.4,
V1231,Perú,26,F,Santa Apolonia,Cajamarca,2025-06-14,7,2905.47,
V1232,España,46,F,Lago Titicaca,Puno,2025-01-21,2,4082.4,Bus
V1233,Brasil,64,M,Líneas de Nazca,Ica,2025-09-03,7,4823.45,Bus
V1234,Alemania,50,M,Lago Titicaca,Puno,2025-02-16,5,2987.1,
V1235,EE.UU.,45,F,Machu Picchu,Cusco,2025-01-21,7,3111.45,Bus
V1236,Argentina,44,M,Colca,Arequipa,2025-01-05,4,3496.47,Auto particular
V1237,Alemania,38,M,Colca,Arequipa,2025-11-02,4,2773.05,Avión
V1238,EE.UU.,77,M,Colca,Arequipa,2025-07-12,15,3433.93,NA
V1239,Alemania,71,F,Lago Titicaca,Puno,2025-06-03,2,3368.91,Bus
V1240,Alemania,32,F,Huacachina,Ica,2025-10-17,11,4274.3,Auto particular
V1241,Colombia,79,M,Cataratas de Gocta,Amazonas,2025-01-01,9,316.99,
V1242,Chile,48,M,Chan Chan,La Libertad,2025-07-22,9,3071.31,NA
V1243,Chile,61,M,Colca,Arequipa,2025-10-05,14,4867.78,Auto particular
V1244,Colombia,50,F,Machu Picchu,Cusco,2025-04-02,4,4007.63,Auto particular
V1245,Brasil,67,M,Líneas de Nazca,Ica,2025-05-28,11,1966.04,NA
V1246,Colombia,51,F,Cataratas de Gocta,Amazonas,2025-08-13,8,4872.48,NA
V1247,Alemania,40,F,Santa Apolonia,Cajamarca,2025-05-30,13,2640.17,Bus
V1248,Chile,63,F,Islas Ballestas,Ica,2025-01-15,11,3396.51,Avión
V1249,EE.UU.,63,M,Kuelap,Amazonas,2025-09-10,2,3807.81,NA
V1250,España,60,M,Machu Picchu,Cusco,2025-04-26,12,2502.14,NA
V1251,Argentina,40,F,Machu Picchu,Cusco,2025-08-28,11,1762.57,Avión
V1252,Argentina,63,F,Colca,Arequipa,2025-11-02,15,3349.89,Bus
V1253,EE.UU.,22,F,Líneas de Nazca,Ica,2025-04-08,1,2071.07,Auto particular
V1254,España,37,M,Santa Apolonia,Cajamarca,2025-10-01,2,1312.32,NA
V1255,Francia,74,M,Líneas de Nazca,Ica,2025-06-01,6,2075.29,Bus
V1256,México,65,F,Líneas de Nazca,Ica,2025-05-17,8,2800.11,NA
V1257,Argentina,48,F,Islas Ballestas,Ica,2025-11-23,5,1420.36,Auto particular
V1258,México,53,F,Santa Apolonia,Cajamarca,2025-10-18,8,2992.35,
V1259,Chile,40,M,Machu Picchu,Cusco,2025-02-10,10,4892.78,Auto particular
V1260,Argentina,72,F,Colca,Arequipa,2025-03-08,4,3578.32,Auto particular
V1261,Brasil,66,F,Islas Ballestas,Ica,2025-04-19,3,4838.33,Avión
V1262,Alemania,69,M,Cataratas de Gocta,Amazonas,2025-07-15,2,791.38,NA
V1263,Perú,55,F,Colca,Arequipa,2025-08-07,3,1698.5,
V1264,Francia,72,F,Santa Apolonia,Cajamarca,2025-08-18,4,3509.31,NA
V1265,Brasil,58,F,Líneas de Nazca,Ica,2025-10-03,6,3940.61,Bus
V1266,EE.UU.,21,F,Islas Ballestas,Ica,2025-04-04,12,2628.18,Auto particular
V1267,México,41,F,Líneas de Nazca,Ica,2025-05-03,7,4857.52,Auto particular
V1268,Colombia,50,F,Colca,Arequipa,2025-08-29,7,3761.58,NA
V1269,EE.UU.,53,F,Machu Picchu,Cusco,2025-02-13,1,3568.3,
V1270,Alemania,50,M,Huacachina,Ica,2025-05-12,1,873.95,Avión
V1271,Brasil,27,M,Líneas de Nazca,Ica,2025-02-19,1,1769.07,Bus
V1272,Alemania,42,M,Kuelap,Amazonas,2025-06-19,13,602.16,Avión
V1273,Francia,71,F,Cataratas de Gocta,Amazonas,2025-08-25,12,495.76,Auto particular
V1274,Chile,32,F,Cataratas de Gocta,Amazonas,2025-09-10,14,1686.41,NA
V1275,Colombia,39,F,Lago Titicaca,Puno,2025-01-26,7,282.11,Avión
V1276,Perú,20,M,Santa Apolonia,Cajamarca,2025-01-25,5,3168.28,NA
V1277,Argentina,66,M,Líneas de Nazca,Ica,2025-07-31,9,2532.69,Auto particular
V1278,Perú,72,F,Kuelap,Amazonas,2025-09-07,5,1065.87,Auto particular
V1279,Brasil,57,M,Líneas de Nazca,Ica,2025-07-04,13,496.05,Avión
V1280,Chile,72,M,Chan Chan,La Libertad,2025-05-14,6,4854.32,Bus
V1281,EE.UU.,41,M,Chan Chan,La Libertad,2025-02-13,15,1242.04,
V1282,España,37,F,Kuelap,Amazonas,2025-12-14,3,333.0,
V1283,EE.UU.,53,M,Santa Apolonia,Cajamarca,2025-10-06,12,1044.41,
V1284,Francia,25,M,Kuelap,Amazonas,2025-10-12,2,1237.39,NA
V1285,España,60,F,Machu Picchu,Cusco,2025-09-24,8,2525.82,Auto particular
V1286,Francia,69,F,Santa Apolonia,Cajamarca,2025-07-05,11,4885.37,
V1287,México,64,F,Santa Apolonia,Cajamarca,2025-02-12,5,476.92,Avión
V1288,Argentina,24,F,Lago Titicaca,Puno,2025-11-11,2,2679.76,NA
V1289,España,20,M,Colca,Arequipa,2025-06-13,9,908.35,NA
V1290,Francia,41,M,Machu Picchu,Cusco,2025-06-15,7,3674.29,Bus
V1291,España,80,F,Chan Chan,La Libertad,2025-06-28,15,4743.08,NA
V1292,Chile,59,M,Huacachina,Ica,2025-10-19,9,2910.08,Avión
V1293,España,70,M,Kuelap,Amazonas,2025-03-20,2,1796.76,NA
V1294,Chile,62,F,Santa Apolonia,Cajamarca,2025-08-31,2,2666.15,NA
V1295,Perú,78,M,Huacachina,Ica,2025-01-08,4,2829.76,
V1296,Chile,19,F,Chan Chan,La Libertad,2025-03-16,13,4243.53,Bus
V1297,Perú,41,M,Kuelap,Amazonas,2025-01-29,5,4158.74,Bus
V1298,Chile,32,M,Islas Ballestas,Ica,2025-09-18,15,4735.08,Bus
V1299,Chile,79,F,Cataratas de Gocta,Amazonas,2025-03-02,13,4896.72,Avión
V1300,México,25,F,Chan Chan,La Libertad,2025-06-19,8,1982.75,Bus
V1301,Alemania,48,F,Kuelap,Amazonas,2025-09-29,4,3266.5,
V1302,Brasil,45,M,Lago Titicaca,Puno,2025-07-17,14,1108.25,
V1303,Colombia,53,F,Lago Titicaca,Puno,2025-12-19,8,3063.18,NA
V1304,Chile,73,M,Santa Apolonia,Cajamarca,2025-08-27,4,3148.32,Avión
V1305,Alemania,67,M,Colca,Arequipa,2025-01-05,1,4734.97,Bus
V1306,México,22,M,Santa Apolonia,Cajamarca,2025-10-28,5,3374.25,
V1307,Argentina,56,M,Chan Chan,La Libertad,2025-10-13,15,2964.99,
V1308,Chile,20,M,Lago Titicaca,Puno,2025-12-28,11,2349.75,Auto particular
V1309,España,38,F,Líneas de Nazca,Ica,2025-07-30,8,734.13,NA
V1310,Francia,39,F,Líneas de Nazca,Ica,2025-01-20,5,1575.0,Bus
V1311,Alemania,41,F,Chan Chan,La Libertad,2025-03-06,1,2701.37,NA
V1312,Francia,32,M,Líneas de Nazca,Ica,2025-02-26,11,742.76,Bus
V1313,España,70,F,Santa Apolonia,Cajamarca,2025-01-25,9,3660.68,NA
V1314,EE.UU.,63,F,Cataratas de Gocta,Amazonas,2025-12-21,14,518.24,Bus
V1315,Brasil,64,M,Kuelap,Amazonas,2025-10-29,13,4725.19,NA
V1316,Perú,61,M,Líneas de Nazca,Ica,2025-06-01,2,2728.48,Bus
V1317,Colombia,41,M,Islas Ballestas,Ica,2025-09-21,3,1613.57,NA
V1318,Colombia,43,F,Huacachina,Ica,2025-04-20,12,397.51,
V1319,Francia,40,M,Colca,Arequipa,2025-01-24,11,2317.0,
V1320,Alemania,77,M,Santa Apolonia,Cajamarca,2025-02-12,6,1475.93,Bus
V1321,España,72,F,Cataratas de Gocta,Amazonas,2025-06-26,14,497.15,Auto particular
V1322,Colombia,60,M,Kuelap,Amazonas,2025-12-01,10,1078.89,Bus
V1323,Argentina,67,F,Huacachina,Ica,2025-04-06,12,3761.56,NA
V1324,Argentina,33,M,Colca,Arequipa,2025-08-28,9,3783.83,Auto particular
V1325,Perú,77,M,Líneas de Nazca,Ica,2025-11-18,10,359.39,Avión
V1326,Argentina,64,M,Cataratas de Gocta,Amazonas,2025-12-21,11,4943.83,Auto particular
V1327,EE.UU.,52,F,Kuelap,Amazonas,2025-12-24,12,3594.34,NA
V1328,México,21,M,Machu Picchu,Cusco,2025-06-09,5,4098.16,Bus
V1329,Brasil,75,M,Huacachina,Ica,2025-02-02,11,4901.08,Auto particular
V1330,Chile,79,M,Lago Titicaca,Puno,2025-11-07,6,4154.78,NA
V1331,Francia,38,M,Chan Chan,La Libertad,2025-11-15,4,2538.46,NA
V1332,Perú,53,F,Kuelap,Amazonas,2025-01-13,1,258.02,
V1333,Colombia,60,F,Kuelap,Amazonas,2025-10-04,6,2712.6,Auto particular
V1334,España,46,M,Machu Picchu,Cusco,2025-04-26,11,1571.1,NA
V1335,Argentina,36,F,Kuelap,Amazonas,2025-12-02,2,3087.06,
V1336,Francia,32,M,Kuelap,Amazonas,2025-04-07,15,3385.68,Bus
V1337,España,27,F,Huacachina,Ica,2025-06-21,13,2657.2,NA
V1338,Colombia,47,M,Colca,Arequipa,2025-06-21,1,1180.17,Avión
V1339,Chile,80,M,Islas Ballestas,Ica,2025-12-15,5,2781.02,
V1340,Francia,44,M,Líneas de Nazca,Ica,2025-10-25,14,3909.42,Avión
V1341,Chile,19,F,Machu Picchu,Cusco,2025-08-25,7,2657.52,Bus
V1342,Perú,46,M,Huacachina,Ica,2025-05-08,15,3283.95,Bus
V1343,Perú,58,M,Colca,Arequipa,2025-08-07,5,1063.77,NA
V1344,Brasil,24,F,Colca,Arequipa,2025-05-23,11,612.18,Bus
V1345,Chile,76,M,Colca,Arequipa,2025-10-22,12,3125.67,Bus
V1346,Chile,31,F,Kuelap,Amazonas,2025-09-15,2,3879.99,Avión
V1347,Brasil,54,F,Líneas de Nazca,Ica,2025-08-24,1,1655.25,Bus
V1348,México,21,F,Kuelap,Amazonas,2025-08-22,12,997.16,NA
V1349,México,47,M,Huacachina,Ica,2025-08-06,12,4342.42,Auto particular
V1350,Argentina,76,M,Chan Chan,La Libertad,2025-06-28,4,3932.08,Avión
V1351,Colombia,56,M,Lago Titicaca,Puno,2025-07-30,2,3529.07,Auto particular
V1352,Francia,36,F,Santa Apolonia,Cajamarca,2025-09-14,1,3879.73,Avión
V1353,México,54,M,Kuelap,Amazonas,2025-11-23,10,2403.37,Bus
V1354,Perú,62,F,Kuelap,Amazonas,2025-10-26,2,4715.56,Avión
V1355,Perú,22,F,Machu Picchu,Cusco,2025-08-28,10,4619.59,NA
V1356,Colombia,67,M,Chan Chan,La Libertad,2025-07-10,1,3824.27,
V1357,Chile,34,F,Santa Apolonia,Cajamarca,2025-01-20,8,2685.48,NA
V1358,Argentina,31,F,Líneas de Nazca,Ica,2025-10-08,10,714.88,Bus
V1359,Brasil,43,M,Cataratas de Gocta,Amazonas,2025-08-15,14,2246.2,Avión
V1360,EE.UU.,63,M,Islas Ballestas,Ica,2025-01-07,3,2680.46,Bus
V1361,Brasil,27,M,Huacachina,Ica,2025-04-28,9,2066.78,Avión
V1362,Argentina,36,F,Chan Chan,La Libertad,2025-04-11,10,2254.11,Avión
